,appid,total_playtime,appname,lat,lon,country
100,50130,1146,Mafia II (Classic),34.1667451,132.2191641,JP
101,50130,1146,Mafia II (Classic),34.1667451,132.2191641,JP
102,42700,462,Call of Duty: Black Ops,34.1667451,132.2191641,JP
103,42710,1348,Call of Duty: Black Ops - Multiplayer,34.1667451,132.2191641,JP
104,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
105,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
106,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
107,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
108,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
109,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
110,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
111,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
112,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
113,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
114,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
115,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
116,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
117,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
118,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
119,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
120,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
121,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
122,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
123,31280,125,Poker Night at the Inventory,34.1667451,132.2191641,JP
124,620,526,Portal 2,34.1667451,132.2191641,JP
125,620,526,Portal 2,34.1667451,132.2191641,JP
126,620,526,Portal 2,34.1667451,132.2191641,JP
127,620,526,Portal 2,34.1667451,132.2191641,JP
128,620,526,Portal 2,34.1667451,132.2191641,JP
129,620,526,Portal 2,34.1667451,132.2191641,JP
130,620,526,Portal 2,34.1667451,132.2191641,JP
131,620,526,Portal 2,34.1667451,132.2191641,JP
132,620,526,Portal 2,34.1667451,132.2191641,JP
133,105600,78,Terraria,34.1667451,132.2191641,JP
134,105600,78,Terraria,34.1667451,132.2191641,JP
135,105600,78,Terraria,34.1667451,132.2191641,JP
136,105600,78,Terraria,34.1667451,132.2191641,JP
137,105600,78,Terraria,34.1667451,132.2191641,JP
138,110800,498,L.A. Noire,34.1667451,132.2191641,JP
139,110800,498,L.A. Noire,34.1667451,132.2191641,JP
140,110800,498,L.A. Noire,34.1667451,132.2191641,JP
141,110800,498,L.A. Noire,34.1667451,132.2191641,JP
142,110800,498,L.A. Noire,34.1667451,132.2191641,JP
143,110800,498,L.A. Noire,34.1667451,132.2191641,JP
144,110800,498,L.A. Noire,34.1667451,132.2191641,JP
145,110800,498,L.A. Noire,34.1667451,132.2191641,JP
146,110800,498,L.A. Noire,34.1667451,132.2191641,JP
147,110800,498,L.A. Noire,34.1667451,132.2191641,JP
148,110800,498,L.A. Noire,34.1667451,132.2191641,JP
149,110800,498,L.A. Noire,34.1667451,132.2191641,JP
150,110800,498,L.A. Noire,34.1667451,132.2191641,JP
151,110800,498,L.A. Noire,34.1667451,132.2191641,JP
152,110800,498,L.A. Noire,34.1667451,132.2191641,JP
153,110800,498,L.A. Noire,34.1667451,132.2191641,JP
154,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
155,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
156,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
157,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
158,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
159,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
160,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
161,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
162,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
163,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
164,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
165,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
166,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
167,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
168,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
169,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
170,202170,732,Sleeping Dogs™,34.1667451,132.2191641,JP
171,49520,1674,Borderlands 2,34.1667451,132.2191641,JP
172,49520,1674,Borderlands 2,34.1667451,132.2191641,JP
173,49520,1674,Borderlands 2,34.1667451,132.2191641,JP
174,49520,1674,Borderlands 2,34.1667451,132.2191641,JP
175,49520,1674,Borderlands 2,34.1667451,132.2191641,JP
176,49520,1674,Borderlands 2,34.1667451,132.2191641,JP
177,49520,1674,Borderlands 2,34.1667451,132.2191641,JP
178,49520,1674,Borderlands 2,34.1667451,132.2191641,JP
179,49520,1674,Borderlands 2,34.1667451,132.2191641,JP
180,49520,1674,Borderlands 2,34.1667451,132.2191641,JP
181,49520,1674,Borderlands 2,34.1667451,132.2191641,JP
182,49520,1674,Borderlands 2,34.1667451,132.2191641,JP
183,49520,1674,Borderlands 2,34.1667451,132.2191641,JP
184,49520,1674,Borderlands 2,34.1667451,132.2191641,JP
185,49520,1674,Borderlands 2,34.1667451,132.2191641,JP
186,49520,1674,Borderlands 2,34.1667451,132.2191641,JP
187,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
188,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
189,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
190,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
191,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
192,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
193,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
194,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
195,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
196,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
197,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
198,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
199,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
200,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
201,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
202,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
203,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
204,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
205,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
206,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
207,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
208,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
209,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
210,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
211,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
212,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
213,730,1494,Counter-Strike: Global Offensive,34.1667451,132.2191641,JP
214,204360,117,Castle Crashers,34.1667451,132.2191641,JP
215,202970,35,Call of Duty: Black Ops II,34.1667451,132.2191641,JP
216,202970,35,Call of Duty: Black Ops II,34.1667451,132.2191641,JP
217,202970,35,Call of Duty: Black Ops II,34.1667451,132.2191641,JP
218,202990,6016,Call of Duty: Black Ops II - Multiplayer,34.1667451,132.2191641,JP
219,202990,6016,Call of Duty: Black Ops II - Multiplayer,34.1667451,132.2191641,JP
220,219150,9,Hotline Miami,34.1667451,132.2191641,JP
221,55230,4241,Saints Row: The Third,34.1667451,132.2191641,JP
222,55230,4241,Saints Row: The Third,34.1667451,132.2191641,JP
223,55230,4241,Saints Row: The Third,34.1667451,132.2191641,JP
224,55230,4241,Saints Row: The Third,34.1667451,132.2191641,JP
225,55230,4241,Saints Row: The Third,34.1667451,132.2191641,JP
226,55230,4241,Saints Row: The Third,34.1667451,132.2191641,JP
227,55230,4241,Saints Row: The Third,34.1667451,132.2191641,JP
228,55230,4241,Saints Row: The Third,34.1667451,132.2191641,JP
229,55230,4241,Saints Row: The Third,34.1667451,132.2191641,JP
230,214510,138,LEGO® The Lord of the Rings™,34.1667451,132.2191641,JP
231,214510,138,LEGO® The Lord of the Rings™,34.1667451,132.2191641,JP
232,214510,138,LEGO® The Lord of the Rings™,34.1667451,132.2191641,JP
233,214510,138,LEGO® The Lord of the Rings™,34.1667451,132.2191641,JP
234,99900,47,Spiral Knights,34.1667451,132.2191641,JP
235,99900,47,Spiral Knights,34.1667451,132.2191641,JP
236,99900,47,Spiral Knights,34.1667451,132.2191641,JP
237,99900,47,Spiral Knights,34.1667451,132.2191641,JP
238,99900,47,Spiral Knights,34.1667451,132.2191641,JP
239,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
240,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
241,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
242,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
243,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
244,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
245,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
246,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
247,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
248,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
249,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
250,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
251,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
252,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
253,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
254,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
255,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
256,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
257,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
258,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
259,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
260,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
261,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
262,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
263,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
264,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
265,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
266,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
267,113400,42284,APB Reloaded,34.1667451,132.2191641,JP
268,200210,157,Realm of the Mad God Exalt,34.1667451,132.2191641,JP
269,200210,157,Realm of the Mad God Exalt,34.1667451,132.2191641,JP
270,200210,157,Realm of the Mad God Exalt,34.1667451,132.2191641,JP
271,206210,360,Gotham City Impostors: Free To Play,34.1667451,132.2191641,JP
272,206210,360,Gotham City Impostors: Free To Play,34.1667451,132.2191641,JP
273,206210,360,Gotham City Impostors: Free To Play,34.1667451,132.2191641,JP
274,208090,663,Loadout,34.1667451,132.2191641,JP
275,208090,663,Loadout,34.1667451,132.2191641,JP
276,208090,663,Loadout,34.1667451,132.2191641,JP
277,208090,663,Loadout,34.1667451,132.2191641,JP
278,208090,663,Loadout,34.1667451,132.2191641,JP
279,208090,663,Loadout,34.1667451,132.2191641,JP
280,208090,663,Loadout,34.1667451,132.2191641,JP
281,208090,663,Loadout,34.1667451,132.2191641,JP
282,208090,663,Loadout,34.1667451,132.2191641,JP
283,248570,117,Toribash,34.1667451,132.2191641,JP
284,248570,117,Toribash,34.1667451,132.2191641,JP
285,239220,101,The Mighty Quest For Epic Loot,34.1667451,132.2191641,JP
286,239220,101,The Mighty Quest For Epic Loot,34.1667451,132.2191641,JP
287,239220,101,The Mighty Quest For Epic Loot,34.1667451,132.2191641,JP
288,224220,282,Pressure,34.1667451,132.2191641,JP
289,224220,282,Pressure,34.1667451,132.2191641,JP
290,224220,282,Pressure,34.1667451,132.2191641,JP
291,224220,282,Pressure,34.1667451,132.2191641,JP
292,224220,282,Pressure,34.1667451,132.2191641,JP
293,224220,282,Pressure,34.1667451,132.2191641,JP
294,224220,282,Pressure,34.1667451,132.2191641,JP
295,224220,282,Pressure,34.1667451,132.2191641,JP
296,224220,282,Pressure,34.1667451,132.2191641,JP
297,224220,282,Pressure,34.1667451,132.2191641,JP
298,224220,282,Pressure,34.1667451,132.2191641,JP
299,203160,685,Tomb Raider,34.1667451,132.2191641,JP
300,203160,685,Tomb Raider,34.1667451,132.2191641,JP
301,203160,685,Tomb Raider,34.1667451,132.2191641,JP
302,203160,685,Tomb Raider,34.1667451,132.2191641,JP
303,203160,685,Tomb Raider,34.1667451,132.2191641,JP
304,203160,685,Tomb Raider,34.1667451,132.2191641,JP
305,203160,685,Tomb Raider,34.1667451,132.2191641,JP
306,203160,685,Tomb Raider,34.1667451,132.2191641,JP
307,203160,685,Tomb Raider,34.1667451,132.2191641,JP
308,203160,685,Tomb Raider,34.1667451,132.2191641,JP
309,203160,685,Tomb Raider,34.1667451,132.2191641,JP
310,203160,685,Tomb Raider,34.1667451,132.2191641,JP
311,203160,685,Tomb Raider,34.1667451,132.2191641,JP
312,203160,685,Tomb Raider,34.1667451,132.2191641,JP
313,203160,685,Tomb Raider,34.1667451,132.2191641,JP
314,230050,174,DLC Quest,34.1667451,132.2191641,JP
315,230050,174,DLC Quest,34.1667451,132.2191641,JP
316,230050,174,DLC Quest,34.1667451,132.2191641,JP
317,230050,174,DLC Quest,34.1667451,132.2191641,JP
318,230050,174,DLC Quest,34.1667451,132.2191641,JP
319,230050,174,DLC Quest,34.1667451,132.2191641,JP
320,230050,174,DLC Quest,34.1667451,132.2191641,JP
321,230050,174,DLC Quest,34.1667451,132.2191641,JP
322,230050,174,DLC Quest,34.1667451,132.2191641,JP
323,230050,174,DLC Quest,34.1667451,132.2191641,JP
324,230050,174,DLC Quest,34.1667451,132.2191641,JP
325,230050,174,DLC Quest,34.1667451,132.2191641,JP
326,234710,629,Poker Night 2,34.1667451,132.2191641,JP
327,234710,629,Poker Night 2,34.1667451,132.2191641,JP
328,234710,629,Poker Night 2,34.1667451,132.2191641,JP
329,234710,629,Poker Night 2,34.1667451,132.2191641,JP
330,234710,629,Poker Night 2,34.1667451,132.2191641,JP
331,234710,629,Poker Night 2,34.1667451,132.2191641,JP
332,234710,629,Poker Night 2,34.1667451,132.2191641,JP
333,234710,629,Poker Night 2,34.1667451,132.2191641,JP
334,234710,629,Poker Night 2,34.1667451,132.2191641,JP
335,234710,629,Poker Night 2,34.1667451,132.2191641,JP
336,234710,629,Poker Night 2,34.1667451,132.2191641,JP
337,234710,629,Poker Night 2,34.1667451,132.2191641,JP
338,234710,629,Poker Night 2,34.1667451,132.2191641,JP
339,234710,629,Poker Night 2,34.1667451,132.2191641,JP
340,234710,629,Poker Night 2,34.1667451,132.2191641,JP
341,234710,629,Poker Night 2,34.1667451,132.2191641,JP
342,234710,629,Poker Night 2,34.1667451,132.2191641,JP
343,234710,629,Poker Night 2,34.1667451,132.2191641,JP
344,72850,1061,The Elder Scrolls V: Skyrim,34.1667451,132.2191641,JP
345,72850,1061,The Elder Scrolls V: Skyrim,34.1667451,132.2191641,JP
346,72850,1061,The Elder Scrolls V: Skyrim,34.1667451,132.2191641,JP
347,72850,1061,The Elder Scrolls V: Skyrim,34.1667451,132.2191641,JP
348,72850,1061,The Elder Scrolls V: Skyrim,34.1667451,132.2191641,JP
349,72850,1061,The Elder Scrolls V: Skyrim,34.1667451,132.2191641,JP
350,72850,1061,The Elder Scrolls V: Skyrim,34.1667451,132.2191641,JP
351,72850,1061,The Elder Scrolls V: Skyrim,34.1667451,132.2191641,JP
352,72850,1061,The Elder Scrolls V: Skyrim,34.1667451,132.2191641,JP
353,72850,1061,The Elder Scrolls V: Skyrim,34.1667451,132.2191641,JP
354,72850,1061,The Elder Scrolls V: Skyrim,34.1667451,132.2191641,JP
355,72850,1061,The Elder Scrolls V: Skyrim,34.1667451,132.2191641,JP
356,72850,1061,The Elder Scrolls V: Skyrim,34.1667451,132.2191641,JP
357,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
358,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
359,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
360,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
361,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
362,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
363,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
364,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
365,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
366,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
367,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
368,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
369,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
370,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
371,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
372,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
373,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
374,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
375,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
376,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
377,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
378,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
379,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
380,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
381,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
382,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
383,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
384,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
385,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
386,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
387,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
388,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
389,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
390,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
391,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
392,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
393,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
394,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
395,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
396,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
397,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
398,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
399,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
400,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
401,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
402,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
403,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
404,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
405,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
406,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
407,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
408,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
409,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
410,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
411,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
412,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
413,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
414,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
415,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
416,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
417,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
418,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
419,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
420,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
421,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
422,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
423,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
424,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
425,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
426,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
427,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
428,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
429,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
430,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
431,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
432,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
433,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
434,218620,8872,PAYDAY 2,34.1667451,132.2191641,JP
